"","age","marital","income","gender","jobsat"
"3083",49,"Married",53,"Male","Highly satisfied"
"3084",65,"Unmarried",75,"Male","Somewhat satisfied"
"3085",44,"Unmarried",56,"Male","Neutral"
"3086",23,"Married",19,"Male","Neutral"
"3087",59,"Unmarried",38,"Female","Somewhat dissatisfied"
"3088",34,"Unmarried",47,"Male","Highly satisfied"
"3089",32,"Unmarried",93,"Male","Highly dissatisfied"
"3090",31,"Married",31,"Male","Highly satisfied"
"3091",71,"Married",21,"Female","Somewhat satisfied"
"3092",27,"Unmarried",45,"Male","Highly dissatisfied"
"3093",48,"Unmarried",54,"Male","Highly dissatisfied"
"3094",20,"Married",19,"Female","Highly dissatisfied"
"3095",55,"Unmarried",27,"Female","Highly satisfied"
"3096",50,"Unmarried",215,"Male","Somewhat satisfied"
"3097",29,"Married",86,"Male","Neutral"
"3098",40,"Unmarried",27,"Female","Highly dissatisfied"
"3099",40,"Unmarried",67,"Male","Neutral"
"3100",29,"Unmarried",44,"Male","Neutral"
"3101",52,"Unmarried",40,"Female","Neutral"
"3102",38,"Unmarried",85,"Male","Highly satisfied"
"3103",24,"Married",16,"Female","Neutral"
"3104",38,"Unmarried",54,"Male","Somewhat dissatisfied"
"3105",44,"Unmarried",63,"Male","Neutral"
"3106",50,"Unmarried",69,"Female","Highly satisfied"
"3107",62,"Unmarried",31,"Female","Somewhat satisfied"
"3108",33,"Unmarried",19,"Male","Highly dissatisfied"
"3109",44,"Married",34,"Male","Highly dissatisfied"
"3110",47,"Unmarried",129,"Female","Somewhat satisfied"
"3111",52,"Married",59,"Female","Neutral"
"3112",35,"Unmarried",60,"Female","Highly dissatisfied"
"3113",46,"Unmarried",45,"Female","Neutral"
"3114",45,"Married",61,"Female","Somewhat satisfied"
"3115",46,"Unmarried",38,"Male","Neutral"
"3116",64,"Unmarried",11,"Male","Highly satisfied"
"3117",53,"Unmarried",179,"Female","Highly satisfied"
"3118",39,"Married",144,"Female","Highly satisfied"
"3119",27,"Unmarried",28,"Female","Somewhat dissatisfied"
"3120",63,"Married",101,"Female","Highly satisfied"
"3121",22,"Unmarried",22,"Male","Somewhat satisfied"
"3122",45,"Married",44,"Female","Somewhat satisfied"
"3123",52,"Unmarried",91,"Male","Somewhat satisfied"
"3124",38,"Unmarried",71,"Female","Neutral"
"3125",51,"Unmarried",85,"Male","Somewhat dissatisfied"
"3126",26,"Married",29,"Female","Neutral"
"3127",42,"Married",100,"Female","Somewhat satisfied"
"3128",37,"Unmarried",62,"Male","Highly dissatisfied"
"3129",58,"Married",190,"Male","Somewhat satisfied"
"3130",30,"Unmarried",38,"Male","Highly satisfied"
"3131",43,"Unmarried",78,"Male","Neutral"
"3132",54,"Unmarried",72,"Male","Somewhat dissatisfied"
"3133",43,"Unmarried",218,"Female","Highly satisfied"
"3134",39,"Unmarried",34,"Male","Somewhat dissatisfied"
"3135",35,"Unmarried",47,"Female","Somewhat satisfied"
"3136",42,"Unmarried",55,"Male","Highly satisfied"
"3137",24,"Married",18,"Female","Somewhat dissatisfied"
"3138",25,"Married",22,"Male","Highly dissatisfied"
"3139",21,"Married",32,"Female","Highly dissatisfied"
"3140",33,"Married",19,"Male","Neutral"
"3141",41,"Married",83,"Female","Somewhat dissatisfied"
"3142",55,"Married",155,"Male","Somewhat satisfied"
"3143",28,"Unmarried",23,"Male","Somewhat dissatisfied"
"3144",31,"Unmarried",37,"Male","Somewhat dissatisfied"
"3145",58,"Unmarried",30,"Male","Somewhat satisfied"
"3146",33,"Unmarried",82,"Male","Neutral"
"3147",39,"Married",39,"Female","Somewhat satisfied"
"3148",26,"Married",20,"Female","Highly dissatisfied"
"3149",61,"Unmarried",62,"Female","Highly satisfied"
"3150",48,"Married",114,"Male","Highly satisfied"
"3151",34,"Married",53,"Male","Highly satisfied"
"3152",39,"Married",40,"Female","Somewhat satisfied"
"3153",36,"Unmarried",22,"Male","Highly dissatisfied"
"3154",39,"Unmarried",106,"Male","Somewhat satisfied"
"3155",42,"Unmarried",33,"Female","Somewhat dissatisfied"
"3156",40,"Unmarried",73,"Male","Somewhat satisfied"
"3157",34,"Married",32,"Female","Somewhat dissatisfied"
"3158",24,"Unmarried",25,"Female","Highly dissatisfied"
"3159",46,"Unmarried",87,"Female","Somewhat satisfied"
"3160",44,"Unmarried",27,"Male","Highly satisfied"
"3161",48,"Unmarried",297,"Male","Highly satisfied"
"3162",49,"Unmarried",89,"Female","Somewhat dissatisfied"
"3163",42,"Married",24,"Male","Somewhat dissatisfied"
"3164",34,"Married",17,"Female","Somewhat dissatisfied"
"3165",57,"Married",16,"Male","Neutral"
"3166",46,"Unmarried",46,"Male","Somewhat satisfied"
"3167",31,"Unmarried",43,"Male","Highly satisfied"
"3168",43,"Married",40,"Female","Neutral"
"3169",37,"Married",53,"Male","Somewhat dissatisfied"
"3170",25,"Unmarried",16,"Female","Highly dissatisfied"
"3171",59,"Married",109,"Male","Somewhat satisfied"
"3172",62,"Married",80,"Male","Highly satisfied"
"3173",48,"Married",38,"Female","Highly satisfied"
"3174",30,"Unmarried",32,"Male","Neutral"
"3175",43,"Married",65,"Male","Neutral"
"3176",38,"Unmarried",53,"Male","Somewhat satisfied"
"3177",48,"Unmarried",41,"Male","Neutral"
"3178",31,"Married",223,"Female","Neutral"
"3179",24,"Unmarried",21,"Male","Somewhat dissatisfied"
"3180",63,"Married",90,"Male","Highly dissatisfied"
"3181",57,"Unmarried",96,"Female","Neutral"
"3182",46,"Unmarried",40,"Female","Somewhat dissatisfied"
"3183",34,"Unmarried",40,"Female","Somewhat satisfied"
"3184",51,"Unmarried",86,"Female","Somewhat dissatisfied"
"3185",62,"Married",235,"Female","Somewhat satisfied"
"3186",36,"Married",84,"Female","Neutral"
"3187",41,"Unmarried",109,"Female","Somewhat satisfied"
"3188",31,"Married",40,"Female","Somewhat dissatisfied"
"3189",33,"Unmarried",46,"Female","Somewhat dissatisfied"
"3190",56,"Married",39,"Female","Neutral"
"3191",21,"Unmarried",16,"Male","Neutral"
"3192",44,"Unmarried",69,"Male","Highly satisfied"
"3193",34,"Married",95,"Female","Somewhat satisfied"
"3194",41,"Married",117,"Female","Neutral"
"3195",45,"Unmarried",62,"Female","Somewhat satisfied"
"3196",29,"Married",30,"Female","Neutral"
"3197",50,"Married",252,"Female","Highly satisfied"
"3198",38,"Unmarried",58,"Female","Somewhat satisfied"
"3199",66,"Married",9,"Female","Neutral"
"3200",32,"Unmarried",26,"Female","Highly dissatisfied"
"3201",69,"Married",61,"Male","Somewhat satisfied"
"3202",40,"Unmarried",55,"Male","Somewhat dissatisfied"
"3203",33,"Married",33,"Male","Somewhat dissatisfied"
"3204",31,"Married",25,"Male","Neutral"
"3205",66,"Unmarried",202,"Female","Highly satisfied"
"3206",55,"Married",121,"Male","Highly satisfied"
"3207",36,"Unmarried",20,"Male","Highly dissatisfied"
"3208",59,"Married",10,"Female","Somewhat dissatisfied"
"3209",39,"Married",91,"Female","Neutral"
"3210",37,"Unmarried",29,"Male","Somewhat satisfied"
"3211",26,"Married",19,"Female","Highly dissatisfied"
"3212",56,"Married",279,"Female","Somewhat satisfied"
"3213",44,"Unmarried",24,"Female","Somewhat satisfied"
"3214",25,"Married",20,"Female","Somewhat dissatisfied"
"3215",43,"Unmarried",107,"Female","Neutral"
"3216",30,"Unmarried",22,"Female","Highly satisfied"
"3217",27,"Unmarried",106,"Female","Highly dissatisfied"
"3218",51,"Married",40,"Male","Highly dissatisfied"
"3219",24,"Unmarried",33,"Male","Neutral"
"3220",51,"Unmarried",58,"Female","Neutral"
"3221",52,"Married",440,"Male","Somewhat satisfied"
"3222",47,"Married",100,"Female","Somewhat satisfied"
"3223",51,"Married",126,"Female","Highly satisfied"
"3224",44,"Unmarried",32,"Female","Somewhat dissatisfied"
"3225",28,"Married",50,"Female","Neutral"
"3226",40,"Unmarried",20,"Female","Highly dissatisfied"
"3227",39,"Unmarried",28,"Male","Highly satisfied"
"3228",31,"Unmarried",35,"Male","Highly dissatisfied"
"3229",54,"Unmarried",25,"Male","Somewhat satisfied"
"3230",52,"Married",23,"Female","Somewhat dissatisfied"
"3231",38,"Unmarried",51,"Female","Highly satisfied"
"3232",39,"Married",29,"Female","Highly dissatisfied"
"3233",37,"Married",23,"Male","Somewhat satisfied"
"3234",27,"Married",32,"Female","Highly dissatisfied"
"3235",38,"Unmarried",31,"Male","Somewhat dissatisfied"
"3236",35,"Married",23,"Female","Highly dissatisfied"
"3237",66,"Unmarried",20,"Female","Somewhat dissatisfied"
"3238",45,"Married",73,"Male","Highly satisfied"
"3239",26,"Unmarried",81,"Male","Highly dissatisfied"
"3240",23,"Married",16,"Female","Somewhat dissatisfied"
"3241",45,"Unmarried",153,"Male","Neutral"
"3242",50,"Married",132,"Male","Somewhat satisfied"
"3243",30,"Married",113,"Female","Neutral"
"3244",65,"Unmarried",66,"Female","Highly dissatisfied"
"3245",63,"Unmarried",97,"Male","Somewhat satisfied"
"3246",46,"Married",98,"Female","Neutral"
"3247",38,"Unmarried",35,"Female","Neutral"
"3248",36,"Unmarried",70,"Female","Neutral"
"3249",30,"Married",40,"Female","Somewhat satisfied"
"3250",28,"Unmarried",21,"Female","Neutral"
"3251",32,"Unmarried",18,"Female","Neutral"
"3252",54,"Married",133,"Male","Somewhat satisfied"
"3253",38,"Unmarried",39,"Female","Highly dissatisfied"
"3254",61,"Married",674,"Male","Neutral"
"3255",29,"Unmarried",30,"Male","Highly dissatisfied"
"3256",27,"Married",33,"Male","Somewhat satisfied"
"3257",44,"Unmarried",106,"Male","Somewhat dissatisfied"
"3258",49,"Married",34,"Male","Somewhat dissatisfied"
"3259",51,"Married",107,"Female","Somewhat dissatisfied"
"3260",46,"Married",62,"Male","Somewhat satisfied"
"3261",62,"Unmarried",362,"Male","Somewhat satisfied"
"3262",27,"Unmarried",26,"Female","Highly satisfied"
"3263",22,"Unmarried",21,"Male","Highly dissatisfied"
"3264",19,"Married",16,"Female","Somewhat satisfied"
"3265",46,"Married",54,"Male","Highly dissatisfied"
"3266",63,"Married",26,"Male","Somewhat dissatisfied"
"3267",44,"Unmarried",62,"Female","Somewhat satisfied"
"3268",22,"Married",76,"Female","Somewhat dissatisfied"
"3269",30,"Unmarried",28,"Female","Somewhat dissatisfied"
"3270",59,"Unmarried",211,"Female","Neutral"
"3271",58,"Unmarried",151,"Male","Highly satisfied"
"3272",49,"Unmarried",119,"Female","Neutral"
"3273",41,"Unmarried",30,"Female","Neutral"
"3274",52,"Married",137,"Female","Somewhat satisfied"
"3275",26,"Married",23,"Male","Neutral"
"3276",69,"Married",83,"Male","Highly satisfied"
"3277",47,"Married",34,"Male","Somewhat dissatisfied"
"3278",39,"Married",58,"Female","Somewhat dissatisfied"
"3279",37,"Married",67,"Male","Somewhat satisfied"
"3280",41,"Married",165,"Male","Highly satisfied"
"3281",19,"Married",33,"Female","Highly dissatisfied"
"3282",46,"Unmarried",83,"Male","Highly satisfied"
"3283",44,"Unmarried",32,"Female","Highly dissatisfied"
"3284",31,"Unmarried",32,"Male","Highly dissatisfied"
"3285",39,"Unmarried",68,"Female","Highly satisfied"
"3286",27,"Married",75,"Male","Highly dissatisfied"
"3287",42,"Married",26,"Male","Somewhat dissatisfied"
"3288",55,"Married",45,"Female","Somewhat satisfied"
"3289",35,"Unmarried",30,"Male","Somewhat satisfied"
"3290",42,"Married",124,"Female","Somewhat satisfied"
"3291",58,"Married",165,"Male","Highly satisfied"
"3292",50,"Married",42,"Male","Highly satisfied"
"3293",26,"Unmarried",22,"Male","Highly dissatisfied"
"3294",41,"Married",38,"Female","Highly dissatisfied"
"3295",29,"Married",22,"Female","Neutral"
"3296",42,"Married",77,"Female","Neutral"
"3297",51,"Married",45,"Female","Somewhat satisfied"
"3298",34,"Married",21,"Male","Highly dissatisfied"
"3299",33,"Married",32,"Female","Somewhat satisfied"
"3300",48,"Married",158,"Male","Somewhat satisfied"
"3301",34,"Married",31,"Female","Somewhat dissatisfied"
"3302",24,"Unmarried",18,"Female","Highly dissatisfied"
"3303",44,"Unmarried",57,"Female","Neutral"
"3304",67,"Married",80,"Male","Highly satisfied"
"3305",28,"Unmarried",17,"Female","Somewhat dissatisfied"
"3306",45,"Unmarried",84,"Male","Highly satisfied"
"3307",46,"Married",234,"Female","Somewhat dissatisfied"
"3308",50,"Unmarried",20,"Male","Somewhat dissatisfied"
"3309",50,"Married",72,"Male","Highly satisfied"
"3310",25,"Unmarried",32,"Female","Somewhat dissatisfied"
"3311",57,"Married",36,"Female","Neutral"
"3312",48,"Unmarried",82,"Male","Somewhat dissatisfied"
"3313",48,"Unmarried",189,"Male","Somewhat satisfied"
"3314",45,"Married",48,"Female","Highly dissatisfied"
"3315",51,"Unmarried",129,"Male","Neutral"
"3316",50,"Unmarried",61,"Female","Somewhat dissatisfied"
"3317",48,"Unmarried",241,"Female","Somewhat satisfied"
"3318",46,"Unmarried",141,"Male","Neutral"
"3319",22,"Unmarried",23,"Male","Somewhat dissatisfied"
"3320",38,"Unmarried",138,"Female","Somewhat satisfied"
"3321",26,"Married",18,"Male","Somewhat dissatisfied"
"3322",62,"Married",143,"Male","Somewhat dissatisfied"
"3323",46,"Unmarried",34,"Female","Highly dissatisfied"
"3324",42,"Married",69,"Male","Neutral"
"3325",41,"Unmarried",23,"Male","Somewhat dissatisfied"
"3326",38,"Unmarried",56,"Male","Highly satisfied"
"3327",47,"Married",121,"Female","Somewhat dissatisfied"
"3328",57,"Married",80,"Female","Somewhat dissatisfied"
"3329",43,"Unmarried",59,"Female","Somewhat dissatisfied"
"3330",42,"Married",31,"Male","Somewhat satisfied"
"3331",74,"Unmarried",34,"Female","Neutral"
"3332",55,"Unmarried",119,"Female","Somewhat dissatisfied"
"3333",26,"Married",22,"Female","Highly dissatisfied"
"3334",49,"Unmarried",74,"Female","Somewhat satisfied"
"3335",22,"Married",20,"Female","Neutral"
"3336",41,"Married",103,"Male","Somewhat dissatisfied"
"3337",38,"Unmarried",60,"Male","Somewhat dissatisfied"
"3338",31,"Unmarried",39,"Female","Neutral"
"3339",20,"Unmarried",20,"Male","Neutral"
"3340",51,"Unmarried",24,"Female","Neutral"
"3341",44,"Married",44,"Female","Somewhat dissatisfied"
"3342",57,"Unmarried",85,"Male","Neutral"
"3343",56,"Unmarried",179,"Female","Somewhat satisfied"
"3344",28,"Married",28,"Male","Highly dissatisfied"
"3345",52,"Unmarried",23,"Female","Somewhat dissatisfied"
"3346",37,"Married",90,"Male","Somewhat satisfied"
"3347",18,"Married",14,"Female","Highly dissatisfied"
"3348",32,"Married",27,"Female","Somewhat dissatisfied"
"3349",63,"Married",24,"Male","Somewhat dissatisfied"
"3350",43,"Married",73,"Female","Somewhat satisfied"
"3351",41,"Unmarried",64,"Male","Neutral"
"3352",28,"Unmarried",46,"Female","Somewhat dissatisfied"
"3353",38,"Unmarried",113,"Male","Somewhat dissatisfied"
"3354",35,"Unmarried",38,"Male","Somewhat dissatisfied"
"3355",51,"Married",110,"Male","Somewhat satisfied"
"3356",38,"Unmarried",63,"Female","Somewhat satisfied"
"3357",37,"Married",66,"Female","Somewhat satisfied"
"3358",49,"Unmarried",49,"Male","Somewhat dissatisfied"
"3359",34,"Unmarried",77,"Male","Highly satisfied"
"3360",39,"Married",31,"Female","Neutral"
"3361",48,"Married",49,"Male","Somewhat satisfied"
"3362",35,"Married",39,"Male","Somewhat dissatisfied"
"3363",30,"Married",37,"Female","Neutral"
"3364",23,"Unmarried",25,"Male","Somewhat satisfied"
"3365",32,"Unmarried",25,"Female","Somewhat dissatisfied"
"3366",26,"Married",19,"Female","Highly dissatisfied"
"3367",31,"Married",24,"Female","Neutral"
"3368",26,"Married",21,"Male","Somewhat dissatisfied"
"3369",49,"Unmarried",46,"Female","Somewhat satisfied"
"3370",48,"Unmarried",98,"Female","Neutral"
"3371",62,"Unmarried",17,"Female","Neutral"
"3372",44,"Unmarried",53,"Female","Somewhat satisfied"
"3373",59,"Married",33,"Female","Somewhat satisfied"
"3374",54,"Married",124,"Male","Highly satisfied"
"3375",36,"Unmarried",92,"Female","Somewhat satisfied"
"3376",23,"Unmarried",11,"Male","Highly dissatisfied"
"3377",63,"Married",10,"Male","Neutral"
"3378",39,"Unmarried",23,"Male","Highly dissatisfied"
"3379",42,"Married",22,"Female","Neutral"
"3380",59,"Unmarried",87,"Male","Highly satisfied"
"3381",58,"Unmarried",239,"Female","Somewhat dissatisfied"
"3382",38,"Unmarried",33,"Female","Somewhat satisfied"
"3383",28,"Unmarried",26,"Female","Somewhat satisfied"
"3384",56,"Married",29,"Female","Highly satisfied"
"3385",26,"Unmarried",23,"Male","Somewhat dissatisfied"
"3386",51,"Unmarried",65,"Male","Neutral"
"3387",43,"Married",124,"Male","Highly satisfied"
"3388",44,"Unmarried",34,"Female","Neutral"
"3389",47,"Married",75,"Male","Neutral"
"3390",40,"Unmarried",53,"Male","Highly satisfied"
"3391",28,"Unmarried",17,"Female","Highly dissatisfied"
"3392",33,"Married",23,"Female","Somewhat satisfied"
"3393",36,"Married",73,"Male","Neutral"
"3394",68,"Unmarried",16,"Female","Highly dissatisfied"
"3395",29,"Married",33,"Male","Somewhat satisfied"
"3396",34,"Married",39,"Female","Neutral"
"3397",33,"Unmarried",26,"Male","Somewhat satisfied"
"3398",49,"Unmarried",85,"Male","Highly satisfied"
"3399",61,"Married",13,"Male","Neutral"
"3400",26,"Married",28,"Female","Highly dissatisfied"
"3401",38,"Married",76,"Male","Highly dissatisfied"
"3402",71,"Unmarried",26,"Female","Somewhat dissatisfied"
"3403",43,"Unmarried",99,"Male","Highly satisfied"
"3404",51,"Unmarried",188,"Female","Highly satisfied"
"3405",43,"Unmarried",194,"Male","Highly satisfied"
"3406",46,"Unmarried",30,"Female","Highly satisfied"
"3407",48,"Married",32,"Male","Highly dissatisfied"
"3408",33,"Unmarried",52,"Male","Highly dissatisfied"
"3409",40,"Unmarried",212,"Male","Neutral"
"3410",53,"Married",31,"Male","Somewhat dissatisfied"
"3411",34,"Unmarried",86,"Female","Neutral"
"3412",63,"Unmarried",31,"Male","Highly dissatisfied"
"3413",41,"Married",82,"Female","Neutral"
"3414",27,"Unmarried",34,"Male","Somewhat dissatisfied"
"3415",41,"Unmarried",33,"Male","Somewhat satisfied"
"3416",44,"Married",85,"Female","Somewhat satisfied"
"3417",37,"Unmarried",17,"Male","Somewhat satisfied"
"3418",47,"Married",70,"Female","Neutral"
"3419",38,"Unmarried",34,"Female","Highly dissatisfied"
"3420",58,"Unmarried",115,"Female","Highly satisfied"
"3421",38,"Unmarried",35,"Male","Somewhat satisfied"
"3422",33,"Unmarried",39,"Female","Highly dissatisfied"
"3423",31,"Unmarried",49,"Male","Highly dissatisfied"
"3424",55,"Married",78,"Female","Neutral"
"3425",30,"Married",28,"Male","Neutral"
"3426",20,"Married",14,"Female","Highly dissatisfied"
"3427",51,"Unmarried",244,"Female","Somewhat satisfied"
"3428",47,"Married",139,"Female","Somewhat satisfied"
"3429",48,"Married",80,"Female","Somewhat dissatisfied"
"3430",51,"Unmarried",115,"Male","Neutral"
"3431",33,"Married",53,"Male","Neutral"
"3432",41,"Married",36,"Female","Somewhat dissatisfied"
"3433",52,"Married",23,"Male","Somewhat satisfied"
"3434",24,"Married",27,"Male","Somewhat dissatisfied"
"3435",19,"Unmarried",19,"Male","Neutral"
"3436",50,"Unmarried",344,"Male","Highly satisfied"
"3437",70,"Unmarried",12,"Female","Highly satisfied"
"3438",43,"Married",34,"Female","Somewhat satisfied"
"3439",28,"Unmarried",25,"Male","Somewhat satisfied"
"3440",64,"Unmarried",47,"Female","Somewhat satisfied"
"3441",36,"Married",79,"Female","Somewhat satisfied"
"3442",25,"Unmarried",41,"Female","Neutral"
"3443",47,"Married",67,"Male","Somewhat dissatisfied"
"3444",57,"Unmarried",304,"Male","Somewhat dissatisfied"
"3445",57,"Married",57,"Male","Somewhat dissatisfied"
"3446",39,"Married",44,"Male","Somewhat dissatisfied"
"3447",47,"Unmarried",90,"Male","Highly satisfied"
"3448",53,"Married",28,"Female","Neutral"
"3449",54,"Unmarried",100,"Female","Highly satisfied"
"3450",39,"Unmarried",99,"Female","Highly dissatisfied"
"3451",64,"Married",37,"Male","Highly satisfied"
"3452",54,"Unmarried",416,"Male","Somewhat dissatisfied"
"3453",49,"Unmarried",142,"Male","Highly satisfied"
"3454",53,"Unmarried",90,"Female","Somewhat satisfied"
"3455",48,"Unmarried",90,"Female","Neutral"
"3456",31,"Unmarried",84,"Male","Highly dissatisfied"
"3457",18,"Married",22,"Female","Highly dissatisfied"
"3458",42,"Unmarried",28,"Male","Neutral"
"3459",45,"Unmarried",113,"Male","Somewhat satisfied"
"3460",33,"Unmarried",31,"Female","Neutral"
"3461",24,"Married",20,"Male","Highly dissatisfied"
"3462",42,"Married",51,"Female","Highly satisfied"
"3463",42,"Married",74,"Female","Highly satisfied"
"3464",47,"Married",74,"Male","Somewhat satisfied"
"3465",50,"Married",46,"Female","Somewhat dissatisfied"
"3466",73,"Unmarried",45,"Female","Somewhat satisfied"
"3467",33,"Married",196,"Male","Highly dissatisfied"
"3468",44,"Unmarried",37,"Male","Somewhat dissatisfied"
"3469",29,"Unmarried",38,"Female","Highly dissatisfied"
"3470",33,"Married",65,"Female","Neutral"
"3471",45,"Unmarried",28,"Female","Highly satisfied"
"3472",25,"Married",22,"Female","Somewhat dissatisfied"
"3473",26,"Unmarried",18,"Female","Somewhat satisfied"
"3474",35,"Unmarried",37,"Male","Highly satisfied"
"3475",47,"Unmarried",104,"Female","Neutral"
"3476",23,"Married",28,"Female","Highly dissatisfied"
"3477",23,"Married",27,"Female","Somewhat dissatisfied"
"3478",46,"Unmarried",78,"Female","Somewhat satisfied"
"3479",57,"Unmarried",49,"Male","Highly satisfied"
"3480",67,"Unmarried",46,"Male","Somewhat satisfied"
"3481",56,"Unmarried",138,"Male","Somewhat satisfied"
"3482",36,"Unmarried",30,"Female","Somewhat satisfied"
"3483",48,"Married",181,"Male","Somewhat satisfied"
"3484",60,"Unmarried",12,"Male","Somewhat satisfied"
"3485",48,"Married",69,"Female","Highly satisfied"
"3486",28,"Married",20,"Male","Neutral"
"3487",46,"Married",167,"Female","Highly satisfied"
"3488",32,"Married",26,"Male","Highly dissatisfied"
"3489",61,"Unmarried",21,"Female","Somewhat satisfied"
"3490",48,"Unmarried",64,"Male","Somewhat satisfied"
"3491",63,"Married",105,"Female","Highly satisfied"
"3492",54,"Married",73,"Male","Somewhat satisfied"
"3493",24,"Married",26,"Female","Highly dissatisfied"
"3494",35,"Unmarried",28,"Female","Somewhat satisfied"
"3495",39,"Married",44,"Female","Somewhat satisfied"
"3496",54,"Married",60,"Female","Somewhat satisfied"
"3497",40,"Unmarried",23,"Male","Neutral"
"3498",43,"Unmarried",128,"Male","Highly satisfied"
"3499",47,"Unmarried",30,"Male","Highly dissatisfied"
"3500",24,"Unmarried",32,"Male","Highly dissatisfied"
"3501",37,"Unmarried",36,"Male","Somewhat dissatisfied"
"3502",35,"Married",25,"Female","Neutral"
"3503",47,"Married",55,"Male","Highly dissatisfied"
"3504",37,"Unmarried",36,"Female","Highly dissatisfied"
"3505",59,"Married",66,"Male","Highly satisfied"
"3506",35,"Unmarried",114,"Male","Highly satisfied"
"3507",26,"Married",24,"Female","Highly satisfied"
"3508",33,"Unmarried",28,"Female","Somewhat dissatisfied"
"3509",49,"Unmarried",275,"Female","Highly satisfied"
"3510",45,"Unmarried",70,"Female","Highly dissatisfied"
"3511",55,"Married",92,"Female","Highly satisfied"
"3512",68,"Unmarried",113,"Female","Highly satisfied"
"3513",63,"Married",23,"Female","Somewhat dissatisfied"
"3514",56,"Married",28,"Female","Highly dissatisfied"
"3515",63,"Unmarried",29,"Female","Highly satisfied"
"3516",38,"Married",44,"Male","Highly dissatisfied"
"3517",74,"Unmarried",75,"Female","Somewhat satisfied"
"3518",31,"Unmarried",67,"Female","Neutral"
"3519",42,"Unmarried",32,"Male","Somewhat satisfied"
"3520",53,"Married",40,"Male","Somewhat satisfied"
"3521",35,"Unmarried",50,"Female","Somewhat satisfied"
"3522",25,"Married",16,"Female","Somewhat dissatisfied"
"3523",54,"Unmarried",70,"Female","Highly satisfied"
"3524",59,"Married",85,"Male","Somewhat satisfied"
"3525",65,"Married",11,"Male","Highly dissatisfied"
"3526",43,"Unmarried",79,"Female","Neutral"
"3527",35,"Unmarried",69,"Male","Highly dissatisfied"
"3528",34,"Married",68,"Female","Highly satisfied"
"3529",54,"Unmarried",69,"Male","Neutral"
"3530",55,"Married",31,"Male","Highly dissatisfied"
"3531",30,"Unmarried",34,"Female","Neutral"
"3532",33,"Unmarried",95,"Female","Neutral"
"3533",45,"Married",32,"Female","Somewhat dissatisfied"
"3534",34,"Married",46,"Female","Highly satisfied"
"3535",34,"Unmarried",50,"Male","Somewhat satisfied"
"3536",43,"Unmarried",33,"Female","Somewhat satisfied"
"3537",24,"Married",23,"Male","Highly dissatisfied"
"3538",37,"Unmarried",42,"Female","Somewhat satisfied"
"3539",38,"Unmarried",20,"Male","Neutral"
"3540",23,"Unmarried",39,"Male","Neutral"
"3541",50,"Married",71,"Male","Neutral"
"3542",36,"Married",64,"Female","Neutral"
"3543",32,"Married",25,"Female","Highly dissatisfied"
"3544",27,"Married",22,"Male","Highly dissatisfied"
"3545",36,"Unmarried",37,"Female","Neutral"
"3546",50,"Married",98,"Male","Neutral"
"3547",36,"Unmarried",65,"Female","Highly satisfied"
"3548",46,"Unmarried",20,"Female","Somewhat dissatisfied"
"3549",45,"Married",72,"Male","Somewhat satisfied"
"3550",35,"Unmarried",39,"Male","Highly satisfied"
"3551",34,"Married",32,"Female","Somewhat satisfied"
"3552",54,"Married",38,"Female","Somewhat satisfied"
"3553",42,"Unmarried",20,"Female","Somewhat dissatisfied"
"3554",64,"Married",16,"Male","Highly satisfied"
"3555",59,"Married",71,"Female","Highly dissatisfied"
"3556",49,"Married",29,"Female","Neutral"
"3557",36,"Married",33,"Female","Somewhat dissatisfied"
"3558",44,"Unmarried",149,"Male","Somewhat satisfied"
"3559",24,"Unmarried",18,"Male","Somewhat dissatisfied"
"3560",40,"Unmarried",21,"Male","Somewhat satisfied"
"3561",55,"Unmarried",86,"Female","Neutral"
"3562",65,"Unmarried",29,"Male","Somewhat satisfied"
"3563",21,"Unmarried",26,"Female","Highly dissatisfied"
"3564",39,"Unmarried",49,"Male","Somewhat dissatisfied"
"3565",68,"Married",433,"Male","Highly satisfied"
"3566",28,"Married",20,"Male","Highly satisfied"
"3567",36,"Married",49,"Female","Neutral"
"3568",30,"Married",31,"Male","Somewhat satisfied"
"3569",44,"Married",29,"Male","Somewhat satisfied"
"3570",41,"Married",61,"Male","Highly dissatisfied"
"3571",54,"Unmarried",29,"Male","Highly dissatisfied"
"3572",45,"Unmarried",62,"Male","Somewhat satisfied"
"3573",43,"Married",47,"Male","Somewhat satisfied"
"3574",39,"Unmarried",34,"Female","Highly dissatisfied"
"3575",35,"Married",19,"Female","Neutral"
"3576",59,"Unmarried",309,"Female","Somewhat satisfied"
"3577",22,"Unmarried",99,"Female","Highly dissatisfied"
"3578",63,"Married",59,"Female","Somewhat dissatisfied"
"3579",26,"Married",60,"Female","Neutral"
"3580",47,"Married",96,"Male","Highly satisfied"
"3581",41,"Unmarried",31,"Male","Somewhat dissatisfied"
"3582",23,"Married",19,"Male","Highly dissatisfied"
"3583",33,"Unmarried",40,"Female","Highly satisfied"
"3584",63,"Married",174,"Female","Somewhat satisfied"
"3585",34,"Married",42,"Female","Somewhat dissatisfied"
"3586",42,"Married",56,"Female","Somewhat satisfied"
"3587",22,"Married",14,"Male","Neutral"
"3588",40,"Married",24,"Female","Somewhat dissatisfied"
"3589",36,"Married",61,"Female","Highly dissatisfied"
